emotion_label,text
anger,dear god make the person who's on my mind die (ameen)
surprise,"i found a idea which'd require me to draw [NUM] different pictures in the next few days. :d oh boy, that'll be fun."
joy,the thought of waking up to go to work tomorrow makes me feel sick
joy,have you ever been to america ?
joy,silver lining today though i am working was a yummy dinner followed by ice-cream at lakeview
surprise,is it bad that i check twitter on a seconds basis? you just never know what people have to say #whatshespregnant?!?!?
fear,i found a problem in homework which would not get solved although i tried my best.
joy,computer magically broke getting readyyy
fear,i'm so afraid of viruses now. why did he have to watch this video?!
joy,love is the highest vibration in the universe. it sends shivers of up my spine! #quote for #love #peace and #joy
neutral,so the company decided to cancel your trip to hong kong ?
surprise,trois jeunes engagés politiquement à gauche pour le globalement d'accord sur les questions économiques.
surprise,it feels good to be back @ school.
surprise,this sweet lady at the market complimented me on my outfit and said you're so cute you probably have a g/f.
fear,"you know that scary realization you are not going to make it until your next paycheck? yeah, that. payday is a painful [NUM] days away."
sadness,"bathsheba was watching his expression closely , and she had never been more miserable ."
surprise,you break into @ashtoncaldwell2's house when she's out of town to get your birthday cake &amp; she doesn't know.
joy,had the same headache for three days straight
joy,"k im really not up for any homework, i really dont want to do it during my spare... this is when i start to have a debate with myself!"
sadness,today i wrote a &quot;to-do&quot; list .....and the ooonly thing that gone done...was the actual writing of the to do list!
sadness,"when you learn that your computer is broken until march, you are going to be depressed."
disgust,@stevenlazar0ff ew i hate chapel hill mall.
neutral,here we go .
joy,@thebodyshopuk the fact i get to spend another christmas with my 90yr old nana brings me :)
joy,"when things go well, we're elated...when hardships come, we're depressed... for true that transcends the wave of circumstance!"
sadness,"mccolgan , slumped in deep dejection , said afterwards : ` it was just a bad race on my part ."
surprise,@c_evon yeah yeah lol. &amp;&amp; you won't know what you &quot;left&quot; unless you come get it
joy,just shit my pants. pure gravy [NUM]%
joy,where there is there is #creation. where there is no joy there is no creation. know the nature of joy.
sadness,my cell phone has low battery i don't know where my charger is
surprise,is finally done and dusted so i can concentrate my my xmas card design. first i sleep.
sadness,"i already got all my christmas presents, so i have nothing to open..."
fear,the only song i can really really like of his rt @cbake_oneseven: drake be writing that real
sadness,when my uncle died whom i had loved very much. i was very sad and i felt totally helpless.
joy,i would give anything for a nap. its one of those 6am-9pm days.
joy,"@thebodyshopuk a relaxing, hot bubble bath complete with pamper session brings me"
surprise,i love a good surprise in the morning!!
anger,"he was on his feet , the chair toppling over behind him , his face livid , his knuckles white-ridged and aimed at her ."
fear,that if ever i was really naughty i would be sent away from my mum and dad to another family. i was fostered from age [NUM] and didn't get to mum and dad until i was [NUM] and then legally adopted at [NUM].
disgust,facebook me.i hate how whatever u say or do there u get judged by ppl who r suppose to be ur &quot;friends&quot; thats y i stick with twitter
anger,i thought him a good friend but he tried to lie to me several times. last time was the height of impudence. he promised he would come home but he didn't. i felt a sense of anger and insult.
joy,sitting next to a room full of personal growth and laughter...
joy,at home with [NUM] year olds who have had too much mountain dew..
sadness,we got lost coming back . i guess i don't really know this town yet .
anger,i'm not even sure the words to express how i feel about the game... like i'm speechless #lordhelpme
sadness,"a heartbroken daniels watched this all going on , and was moved to break the golden rule of not speaking until spoken to ."
sadness,wishes @zorgill23 was here to watch friends with me! late night rerun tradition.
joy,going to bed..(: getting christmas pictures made tomorrow.
surprise,nog stukje van gedicht maken nog steeds hahaha
sadness,ando out with a knee injury till feb. :/ #mufc
surprise,"mind-blowing information is coming to you mind-blowingly soon.... that's right, our nola new years details are coming tonight!"
joy,[NUM] hour car ride
joy,e domani parodia di breaking dawn. grazie degli spoiler gu.
surprise,"@jas_faz i'm doing my usual bit of stalking.. road works just woke me up, and its quite sunny in bodmin whatsapp me please babe"
joy,wearing my new maroon out shirt (thank you mom &amp; dad! what an awesome surprise!) eating chili. visiting w/ my parents while they cook.
surprise,klaar wachten op mama dan naar school bij me &quot;
sadness,"with summer, katie, and bonnie. my life and bonnie's life sucks. haha.. we are laying in our sad spots."
anger,"at first anne felt indignant with joe , but when she thought it over , realised the good sense of his warning ."
sadness,"the anguished princess , says morton , told one friend : ` if this is the price of public life then it is a price i am no longer willing to pay . """
anger,i was given an exam which i thought did not measure at all my ability or my knowledge of the subject.
neutral,i wish the store close to us was open [NUM] - house a day .
anger,wheeler 's fine face flushed with annoyance and he laughed .
joy,"there's tremendous power in the i speak blessings, wealth, success and in my life!"
fear,"my babe is mia ; think my crying earlier, caused stress ... hope he didn't go out and do something dumb"
anger,"i went to a lecture and once again it had been cancelled, this was the second time. one had a negative attitude towards the lecturer."
anger,"yes , that was probably it ! it isn't fair ."
fear,can #manipulate one's will to act!god gives us this freedom! #choosethegood!inspite of the evil...show #nofear to the devil! #selfwill
disgust,"i haven't listened to the radio in so long and after [NUM] mins of it, now i know why again."
joy,morning. weather not playing it's part today and i'm off to the dentist later
